"","LHS","RHS","support","confidence","coverage","lift","count","LHS.name","RHS.name","cross.aisle"
"566","{2702,2708}","{2719}",6.70566907321954e-05,0.167084377610693,0.000401334294032189,177.977741973983,200,"beer import bottle, lager beer especial","belgian ale beer",FALSE
"7519","{2701,2703,2705}","{2702}",5.66629036687051e-05,0.681451612903226,8.31502965079222e-05,177.927356168794,169,"ale amber big, ale pale india, cider hard apple","beer import bottle",FALSE
"124","{4109}","{4110}",0.000125731295122866,0.200642054574639,0.000626644774892366,177.732450405003,375,"cat food tuna","beef cat food",FALSE
"8056","{9206,9207,9209}","{9224}",9.55557842933784e-05,0.308441558441558,0.000309801911182743,177.698025607771,285,"banana food baby, food baby pear, carrot mango apple","pear beet squash",FALSE
"725","{6402,6411}","{6405}",6.13568720199588e-05,0.431603773584906,0.000142160184352254,177.311331475129,183,"berry drink sport, punch drink fruit","drink sport orange",FALSE
"7984","{9207,9220,9224}","{9217}",6.33685727419246e-05,0.348066298342541,0.00018205891533791,176.252204785712,189,"food baby pear, spinach apple pea, pear beet squash","green bean food",FALSE
"7531","{2701,2703,2704}","{2702}",4.66044000588758e-05,0.674757281553398,6.90683914541612e-05,176.179462912927,139,"ale amber big, ale pale india, ipa hop beer","beer import bottle",FALSE
"7649","{2701,2703,2708}","{2702}",6.10215885662978e-05,0.674074074074074,9.05265324884637e-05,176.00107709916,182,"ale amber big, ale pale india, lager beer especial","beer import bottle",FALSE
"792","{2702,2708}","{2703}",0.000158924357035303,0.395989974937343,0.000401334294032189,175.805343218123,474,"beer import bottle, lager beer especial","ale pale india",FALSE
"8728","{316,318,319}","{314}",8.04680288786344e-05,0.434782608695652,0.000185076466420859,175.593947778988,240,"chocolate dark bar, nut bar fruit, salt bar sea","bar cranberry almond",FALSE
"796","{4101,4110}","{4111}",0.000140148483630288,0.336283185840708,0.000416757332900594,175.438473362321,418,"feast cat food, beef cat food","food cat salmon",FALSE
"11713","{9208,9212,9218,9221}","{9211}",5.49864864004002e-05,0.292857142857143,0.000187758734050147,175.217926637054,164,"food baby nd, apple food baby, baby food mum, baby food stage","chicken food stage",FALSE
"772","{2702,2708}","{2701}",0.000103602587181242,0.258145363408521,0.000401334294032189,174.865253640574,309,"beer import bottle, lager beer especial","ale amber big",FALSE
"11828","{9206,9207,9209,9221}","{9224}",5.66629036687051e-05,0.302867383512545,0.000187088167142825,174.486655893901,169,"banana food baby, food baby pear, carrot mango apple, baby food stage","pear beet squash",FALSE
"573","{2701,2704}","{2703}",6.90683914541612e-05,0.392380952380952,0.000176023813172013,174.203066672337,206,"ale amber big, ipa hop beer","ale pale india",FALSE
"7843","{9208,9216,9220}","{9211}",4.82808173271807e-05,0.290322580645161,0.000166300593015844,173.701485100463,144,"food baby nd, stage just apple, spinach apple pea","chicken food stage",FALSE
"7973","{9209,9217,9221}","{9224}",5.39806360394173e-05,0.301498127340824,0.000179041364254962,173.69780591047,161,"carrot mango apple, green bean food, baby food stage","pear beet squash",FALSE
"1053","{312,329}","{325}",9.22029497567686e-05,0.290697674418605,0.000317178147163284,173.508232846685,275,"granola bar chewy, butter almond macrobar","cashew bar coconut",FALSE
"2127","{3716,6415}","{6409}",5.12983684101295e-05,0.446064139941691,0.000115002224605715,173.185244291491,153,"strawberry cream ice, water beverage vitamin","orange mango drink",FALSE
"561","{2708,2719}","{2703}",6.06863051126368e-05,0.390086206896552,0.000155571522498693,173.18428199844,181,"lager beer especial, belgian ale beer","ale pale india",FALSE
"582","{2702,2704}","{2703}",9.85733353763272e-05,0.388375165125495,0.000253809574421359,172.424640833613,294,"beer import bottle, ipa hop beer","ale pale india",FALSE
"11718","{9207,9208,9218,9221}","{9211}",5.96804547516539e-05,0.287096774193548,0.000207875741269806,171.771468599346,178,"food baby pear, food baby nd, baby food mum, baby food stage","chicken food stage",FALSE
"7988","{9207,9219,9224}","{9217}",6.33685727419246e-05,0.338709677419355,0.000187088167142825,171.514242291473,189,"food baby pear, apple fruit puree, pear beet squash","green bean food",FALSE
"1052","{312,325}","{329}",9.22029497567686e-05,0.581395348837209,0.000158589073581642,171.331022534312,275,"granola bar chewy, cashew bar coconut","butter almond macrobar",FALSE
"934","{8105,8920}","{6909}",5.46512029467392e-05,0.705627705627706,7.74504777956856e-05,170.286481029826,163,"bean green cut, french dress salad","cream soup condense",TRUE
"1049","{326,329}","{325}",4.89513842345026e-05,0.28515625,0.00017166512827442,170.200732158045,146,"bar berry chia, butter almond macrobar","cashew bar coconut",FALSE
"7964","{9206,9209,9224}","{9217}",4.72749669661977e-05,0.334916864608076,0.000141154333991271,169.593655255294,141,"banana food baby, carrot mango apple, pear beet squash","green bean food",FALSE
"775","{2703,2801}","{2701}",6.03510216589758e-05,0.250347705146036,0.000241068803182242,169.583192898255,180,"ale pale india, cabernet sauvignon california","ale amber big",FALSE
"568","{2719,2801}","{2703}",4.66044000588758e-05,0.380821917808219,0.000122378460586257,169.071269988214,139,"belgian ale beer, cabernet sauvignon california","ale pale india",FALSE
"2526","{12022,2118}","{5007}",0.000102596736820259,0.552346570397112,0.000185747033328181,168.929636575521,306,"vegan wedge chao, yog oh chia","fruit roll strip",TRUE
"965","{3804,3822}","{3810}",9.68969181080223e-05,0.221625766871166,0.000437209623573914,168.926693740701,289,"chicken grill broccoli, steak cheese salisbury","potato meatloaf mash",FALSE
"8076","{9203,9207,9209}","{9224}",4.76102504198587e-05,0.292783505154639,0.000162612475025574,168.677175213922,142,"fruit yogurt banana, food baby pear, carrot mango apple","pear beet squash",FALSE
"1352","{9209,9217}","{9224}",9.85733353763272e-05,0.292246520874752,0.000337295154382943,168.367810137437,294,"carrot mango apple, green bean food","pear beet squash",FALSE
"837","{3803,3817}","{3829}",5.02925180491465e-05,0.188442211055276,0.000266885629114138,168.023469364761,150,"meatball italian spaghetti, meat sauce lasagna","favorite american tasty",FALSE
"8760","{303,315,324}","{313}",4.72749669661977e-05,0.427272727272727,0.000110643539708122,167.922348135459,141,"peanut butter bar, chocolate chip bar, bar raisin cinnamon","bar energy honey",FALSE
"522","{2703,2705}","{2708}",5.26395022247734e-05,0.2569558101473,0.000204858190186857,167.442387701691,157,"ale pale india, cider hard apple","lager beer especial",FALSE
"71","{7609}","{7603}",8.51619972298881e-05,0.171390013495277,0.000496890078325568,167.161365644327,254,"indian cuisine spinach","potato paneer punjabi",FALSE
"8052","{9206,9209,9219}","{9224}",6.37038561955856e-05,0.289634146341463,0.000219945945601601,166.862780143882,190,"banana food baby, carrot mango apple, apple fruit puree","pear beet squash",FALSE
"1081","{9409,9410}","{9415}",5.23042187711124e-05,0.543554006968641,9.62263512007003e-05,166.770656006412,156,"tea lemon ice, tea herbal orange","mint tea green",FALSE
"8113","{9206,9207,9220}","{9224}",7.14153756297881e-05,0.289402173913043,0.000246768621894479,166.729137184957,213,"banana food baby, food baby pear, spinach apple pea","pear beet squash",FALSE
"959","{3804,3807}","{3810}",0.000100585036098293,0.217706821480406,0.000462020599144826,165.939611069054,300,"chicken grill broccoli, turkey roast breast","potato meatloaf mash",FALSE
"525","{2702,2705}","{2708}",5.8004037483349e-05,0.254411764705882,0.000227992748489464,165.784588865041,173,"beer import bottle, cider hard apple","lager beer especial",FALSE
"7685","{2808,6201,6206}","{2801}",5.39806360394173e-05,0.555172413793103,9.72322015616833e-05,164.350375973304,161,"noir pinot california, chardonnay reserve unoaked, sauvignon blanc valley","cabernet sauvignon california",FALSE
"7992","{9219,9221,9224}","{9217}",5.69981871223661e-05,0.324427480916031,0.000175688529718352,164.282089581254,170,"apple fruit puree, baby food stage, pear beet squash","green bean food",FALSE
"958","{3804,3810}","{3807}",0.000100585036098293,0.233281493001555,0.000431174521408016,164.020261724017,300,"chicken grill broccoli, potato meatloaf mash","turkey roast breast",FALSE
"77","{9007}","{9001}",7.2421225990771e-05,0.151154653603919,0.000479120055281536,163.402125139914,216,"drink cherry grape","lemonade drink unsweetened",FALSE
"774","{2701,2801}","{2703}",6.03510216589758e-05,0.366598778004073,0.00016462417574754,162.756706152847,180,"ale amber big, cabernet sauvignon california","ale pale india",FALSE
"8784","{301,303,315}","{313}",6.97389583614832e-05,0.41351888667992,0.000168647577191471,162.516954669401,208,"bar chocolate protein, peanut butter bar, chocolate chip bar","bar energy honey",FALSE
"11928","{9206,9209,9219,9221}","{9217}",4.62691166052148e-05,0.32093023255814,0.00014417188507422,162.511169108066,138,"banana food baby, carrot mango apple, apple fruit puree, baby food stage","green bean food",FALSE
"3229","{4527,7810}","{1724}",0.000145848302342525,0.622317596566524,0.000234363134109023,162.316919104249,435,"chocolate bar milk, cracker graham honey","marshmallow vanilla puff",TRUE
"1879","{3116,9807}","{3115}",4.99572345954855e-05,0.403794037940379,0.0001237195944009,162.200176653618,149,"smoothie fruit juice, apple honey juice","protein shake chocolate",FALSE
"7957","{9207,9215,9217}","{9224}",6.10215885662978e-05,0.28129829984544,0.000216928394518652,162.060368070759,182,"food baby pear, butternut squash food, green bean food","pear beet squash",FALSE
"7989","{9207,9217,9219}","{9224}",6.33685727419246e-05,0.28125,0.000225310480860176,162.032541771296,189,"food baby pear, green bean food, apple fruit puree","pear beet squash",FALSE
"562","{2703,2719}","{2708}",6.06863051126368e-05,0.248285322359396,0.000244421637718852,161.792361041805,181,"ale pale india, belgian ale beer","lager beer especial",FALSE
"747","{4101,4111}","{4114}",6.33685727419246e-05,0.176470588235294,0.000359088578870906,161.352706747935,189,"feast cat food, food cat salmon","cat food turkey",FALSE
"7750","{9208,9218,9221}","{9211}",9.18676663031076e-05,0.269419862340216,0.000340983272373213,161.195281813977,274,"food baby nd, baby food mum, baby food stage","chicken food stage",FALSE
"8772","{303,315,320}","{313}",5.39806360394173e-05,0.409669211195929,0.000131766397288764,161.003994666178,161,"peanut butter bar, chocolate chip bar, crunch bar chocolate","bar energy honey",FALSE
"8780","{301,302,315}","{313}",5.39806360394173e-05,0.408629441624365,0.000132101680742425,160.595355085807,161,"bar chocolate protein, bar chocolate energy, chocolate chip bar","bar energy honey",FALSE
"1615","{314,318}","{305}",0.000158589073581642,0.321549966009517,0.000493201960335297,160.535516014672,473,"bar cranberry almond, nut bar fruit","almond bar protein",FALSE
"1348","{9215,9224}","{9217}",9.18676663031076e-05,0.315668202764977,0.000291026037777728,159.846606761441,274,"butternut squash food, pear beet squash","green bean food",FALSE
"1360","{9220,9224}","{9217}",8.58325641372101e-05,0.315659679408138,0.000271914880919052,159.842290743365,256,"spinach apple pea, pear beet squash","green bean food",FALSE
"11833","{9207,9209,9219,9221}","{9224}",5.09630849564685e-05,0.277372262773723,0.000183735332606215,159.798516458959,152,"food baby pear, carrot mango apple, apple fruit puree, baby food stage","pear beet squash",FALSE
"565","{2702,2719}","{2708}",6.70566907321954e-05,0.245098039215686,0.000273591298187357,159.715403530868,200,"beer import bottle, belgian ale beer","lager beer especial",FALSE
"13819","{9208,9212,9216,9219,9221}","{9215}",6.10215885662978e-05,0.52,0.000117349208781342,159.511109739792,182,"food baby nd, apple food baby, stage just apple, apple fruit puree, baby food stage","butternut squash food",FALSE
"8068","{9207,9209,9219}","{9224}",8.24797296006003e-05,0.276404494382022,0.000298402273758269,159.240969890592,246,"food baby pear, carrot mango apple, apple fruit puree","pear beet squash",FALSE
"7726","{9208,9216,9218}","{9211}",5.43159194930782e-05,0.265573770491803,0.000204522906733196,158.894145386981,162,"food baby nd, stage just apple, baby food mum","chicken food stage",FALSE
"866","{9204,9207}","{9224}",6.16921554736197e-05,0.275449101796407,0.000223969347045532,158.690553218462,184,"apple cinnamon oatmeal, food baby pear","pear beet squash",FALSE
"964","{3804,3810}","{3822}",9.68969181080223e-05,0.224727838258165,0.000431174521408016,158.641949994018,289,"chicken grill broccoli, potato meatloaf mash","steak cheese salisbury",FALSE
"1345","{9404,9807}","{9415}",7.67799108883637e-05,0.516930022573363,0.000148530569971813,158.60201170211,229,"mate yerba loose, apple honey juice","mint tea green",FALSE
"485","{2704,2711}","{2702}",5.833932093701e-05,0.606271777003484,9.62263512007003e-05,158.29786350114,174,"ipa hop beer, wheat beer ale","beer import bottle",FALSE
"8796","{303,321,323}","{308}",5.7668754029688e-05,0.472527472527473,0.000122043177132596,158.139282508335,172,"peanut butter bar, bar pie cherry, coconut bar chocolate","blueberry bar granola",FALSE
"8776","{301,302,303}","{313}",4.62691166052148e-05,0.402332361516035,0.000115002224605715,158.120541200687,138,"bar chocolate protein, bar chocolate energy, peanut butter bar","bar energy honey",FALSE
"8005","{9209,9215,9219}","{9224}",4.62691166052148e-05,0.274353876739563,0.000168647577191471,158.059576863716,138,"carrot mango apple, butternut squash food, apple fruit puree","pear beet squash",FALSE
"771","{2701,2702}","{2708}",0.000103602587181242,0.242352941176471,0.000427486403417745,157.926591011323,309,"ale amber big, beer import bottle","lager beer especial",FALSE
"13940","{9207,9208,9212,9216,9219,9221}","{9215}",4.72749669661977e-05,0.514598540145985,9.18676663031076e-05,157.854200402237,141,"food baby pear, food baby nd, apple food baby, stage just apple, apple fruit puree, baby food stage","butternut squash food",FALSE
"1602","{305,316}","{314}",0.000100920319551954,0.389391979301423,0.000259174109679935,157.262212221725,301,"almond bar protein, chocolate dark bar","bar cranberry almond",FALSE
"726","{6405,6411}","{6402}",6.13568720199588e-05,0.157894736842105,0.000388593522793072,157.238432475178,183,"drink sport orange, punch drink fruit","berry drink sport",FALSE
"11938","{9207,9209,9219,9221}","{9217}",5.69981871223661e-05,0.31021897810219,0.000183735332606215,157.087253541199,170,"food baby pear, carrot mango apple, apple fruit puree, baby food stage","green bean food",FALSE
"8359","{9209,9215,9219}","{9217}",5.23042187711124e-05,0.31013916500994,0.000168647577191471,157.046838156123,156,"carrot mango apple, butternut squash food, apple fruit puree","green bean food",FALSE
"13801","{9207,9212,9216,9220,9221}","{9215}",5.833932093701e-05,0.510263929618768,0.000114331657698393,156.524549372456,174,"food baby pear, apple food baby, stage just apple, spinach apple pea, baby food stage","butternut squash food",FALSE
"1086","{9410,9417}","{9409}",4.72749669661977e-05,0.283132530120482,0.000166971159923166,156.034222254873,141,"tea herbal orange, peach tea ice","tea lemon ice",FALSE
"497","{2708,2711}","{2702}",6.80625410931783e-05,0.597058823529412,0.000113996374244732,155.892356751858,203,"lager beer especial, wheat beer ale","beer import bottle",FALSE
"858","{9204,9212}","{9211}",5.26395022247734e-05,0.260364842454395,0.000202175922557569,155.77761709673,157,"apple cinnamon oatmeal, apple food baby","chicken food stage",FALSE
"7980","{9206,9221,9224}","{9217}",5.66629036687051e-05,0.307272727272727,0.000184405899513537,155.595344651952,169,"banana food baby, baby food stage, pear beet squash","green bean food",FALSE
"789","{2708,2801}","{2703}",4.92866676881636e-05,0.35,0.00014081905053761,155.387444179815,147,"lager beer especial, cabernet sauvignon california","ale pale india",FALSE
"8013","{9209,9215,9221}","{9224}",5.46512029467392e-05,0.269421487603306,0.000202846489464891,155.217950023706,163,"carrot mango apple, butternut squash food, baby food stage","pear beet squash",FALSE
"12725","{9203,9212,9216,9219}","{9215}",5.29747856784343e-05,0.504792332268371,0.000104943720995886,154.846125208203,158,"fruit yogurt banana, apple food baby, stage just apple, apple fruit puree","butternut squash food",FALSE
"7683","{9409,9412,9417}","{9415}",5.53217698540612e-05,0.504587155963303,0.000109637689347139,154.815032054882,165,"tea lemon ice, tea green bag, peach tea ice","mint tea green",FALSE
"7981","{9206,9217,9221}","{9224}",5.66629036687051e-05,0.268680445151033,0.000210893292352754,154.791023829565,169,"banana food baby, green bean food, baby food stage","pear beet squash",FALSE
"192","{4119}","{4101}",0.000193123269308723,0.209530738450346,0.000921694214114025,154.648877380801,576,"treat cat salmon","feast cat food",FALSE
"8232","{306,316,319}","{305}",4.69396835125368e-05,0.309734513274336,0.000151548121054762,154.636588935535,140,"bar oat nutrition, chocolate dark bar, salt bar sea","almond bar protein",FALSE
"7527","{2701,2703,2719}","{2702}",4.79455338735197e-05,0.590909090909091,8.11385957859564e-05,154.286658496017,143,"ale amber big, ale pale india, belgian ale beer","beer import bottle",FALSE
"13813","{9207,9208,9212,9216,9219}","{9215}",5.90098878443319e-05,0.502857142857143,0.000117349208781342,154.252501726393,176,"food baby pear, food baby nd, apple food baby, stage just apple, apple fruit puree","butternut squash food",FALSE
"1048","{325,326}","{329}",4.89513842345026e-05,0.523297491039427,9.35440835714125e-05,154.21020207461,146,"cashew bar coconut, bar berry chia","butter almond macrobar",FALSE
"12730","{9208,9212,9216,9219}","{9215}",8.14738792396174e-05,0.501030927835052,0.000162612475025574,153.692306371013,243,"food baby nd, apple food baby, stage just apple, apple fruit puree","butternut squash food",FALSE
"14","{2713}","{2701}",5.86746043906709e-05,0.226390685640362,0.000259174109679935,153.354932057086,175,"seasonal brew brewmaster","ale amber big",FALSE
"793","{2702,2703}","{2708}",0.000158924357035303,0.235235732009926,0.000675596159126868,153.288741040405,474,"beer import bottle, ale pale india","lager beer especial",FALSE
"808","{4205,4210}","{4212}",4.76102504198587e-05,0.164351851851852,0.000289684903963084,153.04020608573,142,"roast chick pizza, crispy chick chik","beefless ultimate burger",FALSE
"518","{2701,2705}","{2702}",8.78442648591759e-05,0.584821428571429,0.000150206987240118,152.697166821951,262,"ale amber big, cider hard apple","beer import bottle",FALSE
"7972","{9209,9221,9224}","{9217}",5.39806360394173e-05,0.300934579439252,0.000179376647708623,152.385862621583,161,"carrot mango apple, baby food stage, pear beet squash","green bean food",FALSE
"3230","{1724,4527}","{7810}",0.000145848302342525,0.523465703971119,0.000278620549992272,152.377821476163,435,"marshmallow vanilla puff, chocolate bar milk","cracker graham honey",TRUE
"8579","{9219,9220,9221}","{9217}",6.53802734638905e-05,0.300462249614792,0.000217598961425974,152.14668642629,195,"apple fruit puree, spinach apple pea, baby food stage","green bean food",FALSE
"1358","{9206,9217}","{9224}",0.000101590886459276,0.263707571801567,0.000385240688256462,151.926073398558,303,"banana food baby, green bean food","pear beet squash",FALSE
"768","{2701,2703}","{2708}",9.05265324884637e-05,0.232758620689655,0.000388928806246733,151.674559077245,270,"ale amber big, ale pale india","lager beer especial",FALSE
"7968","{9207,9209,9224}","{9217}",6.53802734638905e-05,0.299079754601227,0.000218604811786957,151.446624985678,195,"food baby pear, carrot mango apple, pear beet squash","green bean food",FALSE
"744","{4101,4110}","{4114}",6.87331080005002e-05,0.164923572003218,0.000416757332900594,150.794900245791,205,"feast cat food, beef cat food","cat food turkey",FALSE
"1091","{9415,9417}","{9409}",7.61093439810417e-05,0.272836538461538,0.000278955833445933,150.360105436992,227,"mint tea green, peach tea ice","tea lemon ice",FALSE
"7855","{9216,9220,9221}","{9211}",6.57155569175515e-05,0.250639386189258,0.000262191660762884,149.958826864224,196,"stage just apple, spinach apple pea, baby food stage","chicken food stage",FALSE
"8109","{9206,9207,9210}","{9224}",4.86161007808416e-05,0.259391771019678,0.000187423450596486,149.43967279245,145,"banana food baby, food baby pear, snack fruit strawberry","pear beet squash",FALSE
"1609","{306,314}","{305}",8.38208634152442e-05,0.298329355608592,0.000280967534167899,148.942503833238,250,"bar oat nutrition, bar cranberry almond","almond bar protein",FALSE
"13903","{9203,9207,9212,9219,9221}","{9206}",6.30332892882636e-05,0.661971830985915,9.52205008397174e-05,148.705637303523,188,"fruit yogurt banana, food baby pear, apple food baby, apple fruit puree, baby food stage","banana food baby",FALSE
"8363","{9207,9209,9215}","{9217}",5.833932093701e-05,0.293423271500843,0.000198823088020959,148.582321194926,174,"food baby pear, carrot mango apple, butternut squash food","green bean food",FALSE
"13735","{9206,9212,9216,9219,9221}","{9215}",6.16921554736197e-05,0.484210526315789,0.000127407712391171,148.532612308309,184,"banana food baby, apple food baby, stage just apple, apple fruit puree, baby food stage","butternut squash food",FALSE
"13825","{9207,9208,9216,9219,9221}","{9215}",5.12983684101295e-05,0.484177215189873,0.000105949571356869,148.522394049344,153,"food baby pear, food baby nd, stage just apple, apple fruit puree, baby food stage","butternut squash food",FALSE
"12675","{9208,9212,9216,9220}","{9215}",4.76102504198587e-05,0.482993197278912,9.85733353763272e-05,148.159194028326,142,"food baby nd, apple food baby, stage just apple, spinach apple pea","butternut squash food",FALSE
"2246","{320,324}","{313}",7.00742418151442e-05,0.376576576576577,0.000186082316781842,147.998266575971,209,"crunch bar chocolate, bar raisin cinnamon","bar energy honey",FALSE
"1281","{9412,9418}","{9410}",4.69396835125368e-05,0.29045643153527,0.000161606624664591,147.606256659048,140,"tea green bag, kombucha brew master","tea herbal orange",FALSE
"8208","{301,303,311}","{304}",5.69981871223661e-05,0.295652173913043,0.000192787985855062,147.482469803733,170,"bar chocolate protein, peanut butter bar, peanut bar butter","cookie bar dough",FALSE
"7742","{9208,9212,9218}","{9211}",7.37623598054149e-05,0.245810055865922,0.000300078691026574,147.069413828076,220,"food baby nd, apple food baby, baby food mum","chicken food stage",FALSE
"12685","{9208,9216,9220,9221}","{9215}",5.39806360394173e-05,0.479166666666667,0.000112655240430088,146.985397596764,161,"food baby nd, stage just apple, spinach apple pea, baby food stage","butternut squash food",FALSE
"932","{4101,4102}","{4111}",6.63861238248734e-05,0.28125,0.000236039551377328,146.727736356481,198,"feast cat food, cat litter clump","food cat salmon",FALSE
"13680","{9207,9208,9212,9218,9219}","{9206}",4.86161007808416e-05,0.653153153153153,7.44329267127368e-05,146.724605715906,145,"food baby pear, food baby nd, apple food baby, baby food mum, apple fruit puree","banana food baby",FALSE
"8469","{9209,9219,9221}","{9217}",9.58910677470394e-05,0.288888888888889,0.000331930619124367,146.286221467648,286,"carrot mango apple, apple fruit puree, baby food stage","green bean food",FALSE
"7682","{9409,9412,9415}","{9417}",5.53217698540612e-05,0.576923076923077,9.58910677470394e-05,146.206347183278,165,"tea lemon ice, tea green bag, mint tea green","peach tea ice",FALSE
"761","{5701,5702}","{5713}",5.33100691320953e-05,0.172264355362947,0.000309466627729082,146.169907639292,159,"granola flax raisin, cluster apple granola","chia seed cluster",FALSE
"806","{1407,4210}","{4212}",4.66044000588758e-05,0.156884875846501,0.000297061139943625,146.08715059034,139,"vegan meatless sage, crispy chick chik","beefless ultimate burger",FALSE
"7976","{9206,9207,9224}","{9217}",7.54387770737198e-05,0.288461538461538,0.000261521093855562,146.069821731749,225,"banana food baby, food baby pear, pear beet squash","green bean food",FALSE
"864","{9204,9206}","{9224}",4.69396835125368e-05,0.253164556962025,0.00018541174987452,145.852076981195,140,"apple cinnamon oatmeal, banana food baby","pear beet squash",FALSE
"8699","{9401,9405,9412}","{9402}",5.49864864004002e-05,0.571428571428571,9.62263512007003e-05,145.767606666341,164,"tea hibiscus get, tea breakfast english, tea green bag","tea grey earl",FALSE
"8367","{9209,9215,9221}","{9217}",5.833932093701e-05,0.287603305785124,0.000202846489464891,145.635233832382,174,"carrot mango apple, butternut squash food, baby food stage","green bean food",FALSE
"491","{2701,2711}","{2702}",6.63861238248734e-05,0.556179775280899,0.000119360909503308,145.218816855801,198,"ale amber big, wheat beer ale","beer import bottle",FALSE
"12735","{9207,9208,9216,9219}","{9215}",6.50449900102295e-05,0.472019464720195,0.000137801499454661,144.792978146733,194,"food baby pear, food baby nd, stage just apple, apple fruit puree","butternut squash food",FALSE
"11708","{9207,9208,9212,9218}","{9211}",5.02925180491465e-05,0.241935483870968,0.000207875741269806,144.751237583719,150,"food baby pear, food baby nd, apple food baby, baby food mum","chicken food stage",FALSE
"534","{3804,3811}","{3807}",4.69396835125368e-05,0.20497803806735,0.000228998598850447,144.120097222021,140,"chicken grill broccoli, meal fish complete","turkey roast breast",FALSE
"8575","{9207,9219,9220}","{9217}",6.03510216589758e-05,0.28436018957346,0.000212234426167398,143.992999621819,180,"food baby pear, apple fruit puree, spinach apple pea","green bean food",FALSE
"13276","{9203,9207,9208,9219}","{9206}",4.96219511418246e-05,0.640692640692641,7.74504777956857e-05,143.925470828536,148,"fruit yogurt banana, food baby pear, food baby nd, apple fruit puree","banana food baby",FALSE
"1855","{6404,6409}","{6415}",0.000217598961425974,0.582585278276481,0.000373505767378328,143.852165271032,649,"pomegranate acai blueberry, orange mango drink","water beverage vitamin",FALSE
"2","{2706}","{2703}",7.2756509444432e-05,0.323397913561848,0.000224975197406515,143.577072118458,217,"pilsner pils beer","ale pale india",FALSE
"7688","{2801,2808,6206}","{6201}",5.39806360394173e-05,0.351528384279476,0.000153559821776727,143.525165511449,161,"cabernet sauvignon california, noir pinot california, sauvignon blanc valley","chardonnay reserve unoaked",FALSE
"12255","{9208,9212,9218,9219}","{9206}",5.8004037483349e-05,0.638376383763838,9.08618159421247e-05,143.40514587416,173,"food baby nd, apple food baby, baby food mum, apple fruit puree","banana food baby",FALSE
"1382","{9209,9215}","{9224}",9.11970993957857e-05,0.248856358645929,0.000366464814851448,143.370056275019,272,"carrot mango apple, butternut squash food","pear beet squash",FALSE
"8000","{9207,9221,9224}","{9217}",8.31502965079222e-05,0.28310502283105,0.000293708305407016,143.357414083153,248,"food baby pear, baby food stage, pear beet squash","green bean food",FALSE
"1851","{6403,9807}","{9415}",5.16336518637904e-05,0.466666666666667,0.000110643539708122,143.180447827727,154,"brain dream power, apple honey juice","mint tea green",TRUE
"8724","{311,316,319}","{314}",4.82808173271807e-05,0.352941176470588,0.000136795649093679,142.540969373531,144,"peanut bar butter, chocolate dark bar, salt bar sea","bar cranberry almond",FALSE
"8060","{9206,9209,9221}","{9224}",7.91268950639905e-05,0.247120418848168,0.000320195698246233,142.369954096199,236,"banana food baby, carrot mango apple, baby food stage","pear beet squash",FALSE
"552","{2704,2719}","{2702}",4.69396835125368e-05,0.544747081712062,8.6167847590871e-05,142.233734860141,140,"ipa hop beer, belgian ale beer","beer import bottle",FALSE
"12423","{9206,9209,9215,9221}","{9219}",5.8004037483349e-05,0.66030534351145,8.78442648591759e-05,142.143223572387,173,"banana food baby, carrot mango apple, butternut squash food, baby food stage","apple fruit puree",FALSE
"1082","{9409,9415}","{9410}",5.23042187711124e-05,0.279569892473118,0.000187088167142825,142.073856255851,156,"tea lemon ice, mint tea green","tea herbal orange",FALSE
"8720","{306,316,319}","{314}",5.33100691320953e-05,0.351769911504425,0.000151548121054762,142.067935183133,159,"bar oat nutrition, chocolate dark bar, salt bar sea","bar cranberry almond",FALSE
"8394","{9216,9217,9219}","{9215}",4.82808173271807e-05,0.463022508038585,0.000104273154088564,142.033142484109,144,"stage just apple, green bean food, apple fruit puree","butternut squash food",FALSE
"13843","{9207,9208,9212,9216,9221}","{9215}",0.000117349208781342,0.462962962962963,0.000253474290967698,142.014876905086,350,"food baby pear, food baby nd, apple food baby, stage just apple, baby food stage","butternut squash food",FALSE
"8704","{9401,9402,9406}","{9403}",4.96219511418246e-05,0.381443298969072,0.000130089980020459,141.925410776385,148,"tea hibiscus get, tea grey earl, tea herbal bag","tea chamomile herbal",FALSE
"13729","{9206,9207,9212,9216,9219}","{9215}",5.36453525857563e-05,0.46242774566474,0.000116008074966698,141.85069785664,160,"banana food baby, food baby pear, apple food baby, stage just apple, apple fruit puree","butternut squash food",FALSE
"1856","{6404,6415}","{6409}",0.000217598961425974,0.364811691961776,0.000596469264062878,141.638827996913,649,"pomegranate acai blueberry, water beverage vitamin","orange mango drink",FALSE
"12690","{9207,9212,9216,9220}","{9215}",7.34270763517539e-05,0.461052631578947,0.000159259640488964,141.428878676172,219,"food baby pear, apple food baby, stage just apple, spinach apple pea","butternut squash food",FALSE
"8445","{9206,9209,9219}","{9217}",6.13568720199588e-05,0.278963414634146,0.000219945945601601,141.260205650337,183,"banana food baby, carrot mango apple, apple fruit puree","green bean food",FALSE
"12740","{9208,9216,9219,9221}","{9215}",6.80625410931783e-05,0.46031746031746,0.000147860003064491,141.203363322771,203,"food baby nd, stage just apple, apple fruit puree, baby food stage","butternut squash food",FALSE
